Fornavne til mænd pr. 1. januar 2014

Navn	ANTAL
HIEK	1
HIENLY	1
HIENOK	1
HIEROMIN	1
HIERONYMUS	1
HIFZI	1
HIGAZY	1
HIGINO	1
HIGIRO	1
HIIZU	1
HIJA	1
HIJLKE	1
HIJRATULLAH	1
HIKA	1
HIKMETFERDUN	1
HIKMUT	1
HIKO	1
HILAIRE	1
HILALUDDIN	1
HILARY	1
HILBARTH	1
HILDEN	1
HILDIBRANDUR	1
HILDICH	1
HILDID	1
HILDO	1
HILGO	1
HILIK	1
HILJO	1
HILLAL	1
HILLE	1
HILLOL	1
HILMY	1
HILTON	1
HIM	1
HIMANK	1
HIMAT	1
HIMAWND	1
HIMAYUN	1
HIMEN	1
HIMMAT	1
HIMMAWAN	1
HIMNISH	1
HIMO	1
HIMZA	1
HING	1
HINH	1
HINKE	1
HINNERK	1
HINNIK	1
HINRICK	1
HIPPOLYTE	1
HIQMET	1
HIRA	1
HIRANORI	1
HIRANT	1
HIRASH	1
HIRBOD	1
HIRCANO	1
HIRCH	1
HIRDAYA	1
HIRENKUMAR	1
HIRKIJA	1
HIRMIZ	1
HIROAKI	1
HIROTOSHI	1
HIROYASU	1
HIROYUKI	1
HIRSCH	1
HIRSH	1
HIRSHAM	1
HIRSI	1
HIRTHIK	1
HIRUSIGAN	1
HIS	1
HISAMITSU	1
HISANORI	1
HISAYASU	1
HISHAM-ALLAN	1
HISHANTH	1
HISHAR	1
HISHEM	1
HISHIAR	1
HISMET	1
HISSAM	1
HISSIEN	1
HISSIN	1
HITAL	1
HITESHGIRI	1
HITHAM	1
HITOSHI	1
HIVZIJA	1
HIYAAN	1
HIZA	1
HIZAN	1
HIZHA	1
HJAILTE	1
HJALD	1
HJALGRIM	1
HJALLGRIM	1
HJALLGRÍMUR	1
HJALMERBO	1
HJALTE-BASTIAN	1
HJALTE-JOHANNES	1
HJARDE	1
HJARNI	1
HJARNØ	1
HJARRE	1
HJARTVARD	1
HJARVIL	1
HJEJL	1
HJELMAD	1
HJERRE	1
HJERRILD	1
HJERT	1
HJORT	1
HJÆLMER	1
HJÖRLEIFUR	1
HJØRLEIVUR	1
HJØRMUND	1
HJØRN	1
HJØRVAR	1
HLEI	1
HLODVER	1
HLUN	1
HMA	1
HMAD	1
HMMAD	1
HMOD	1
HMZA	1
HNIAR	1
HNIN	1
HÒA	1
HOA-BINH	1
HOANG-AN	1
HOANG-KIM	1
HOANG-LONG	1
HOANG-MY	1
HOBART	1
HOBIE	1
HODABAKSH	1
HODAYFI	1
HODHAUFA	1
HODJATOLLAH	1
HODO	1
HODYA	1
HODYAH	1
HODZIC	1
HOEM	1
HOGEA	1
HOGR	1
HOHILAN	1
HOITE	1
HOJABR	1
HOJJAT	1
HOJJATOOLAH	1
HOKO	1
HOLAANGE	1
HOLBEK	1
HOLBERG	1
HOLEHIMA	1
HOLFAT	1
HOLGAARD	1
HOLGAR	1
HOLGER-EMIL	1
HOLGER-ERIK	1
HOLGER-HENNING	1
HOLGER-VALDEMAR	1
HOLLE	1
HOLLEN	1
HÓLMAR	1
HOLMGERT	1
HOLTI	1
HOLTZ	1
HOM	1
HOMAD	1
HOMAEDDIN	1
HOMAJON	1
HOMANN	1
HOMAYON	1
HOMED	1
HOMEIR	1
HOMEL	1
HOMER	1
HOMERO	1
HOMIK	1
HOMMAN	1
HOMOD	1
HOMRAN	1
HONAI-BARD	1
HONAS	1
HONEY	1
HÔNG	1
HONGBO	1
HONGDA	1
HONGDAN	1
HONGDING	1
HONGENAHALLY	1
HONGFEI	1
HONGFENG	1
HONGGANG	1
HONGGEN	1
HONGHU	1
HONGJIANG	1
HONGJING	1
HONGJU	1
HONGJUN	1
HONG-KAI	1
HONGLI	1
HONGLING	1
HONGLU	1
HONGMIN	1
HONGRU	1
HONGXIANG	1
HONGXIAO	1
HONGXING	1
HONGYI	1
HONGYING	1
HONGYOU	1
HONGYUAN	1
HONGYUN	1
HONGZE	1
HONORÉ	1
HONORIUS	1
HONZA	1
HOOM	1
HOOSHAN	1
HOOVER	1
HOPE	1
HÓRALDUR	1
HORAMAN	1
HORENDRO	1
HORIA-ADRIAN	1
HORIA-DAN	1
HORIA-GEORGE	1
HORMATOLLAH	1
HORMOZAN	1
HORMUZ	1
HORNBÆCH	1
HORO	1
HORST-DIETRICH	1
HORST-MIKAEL	1
HORST-RÜDIGER	1
HORST-SIGURD	1
HORST-WILHELM	1
HORVATH	1
HOSAEN	1
HOSAIAN	1
HOSAIN	1
HOSEA-CHE	1
HOSEM	1
HOSEUNG	1
HOSH	1
HOSHEAR	1
HOSHENG	1
HOSHIN	1
HOSHMAL	1
HOSIAN	1
HOSIAS	1
HOSIEN	1
HOSIN	1
HOSNY	1
HOSSAN	1
HOSSENI	1
HOSSNI	1
HOTAK	1
HOTAN	1
HOTANAKA	1
HOTHO	1
HO-TSAI	1
HOU	1
HOUARI	1
HOUCHANG	1
HOU-CHI	1
HOU-CHUN	1
HOUDE	1
HOUGUANG	1
HOUJIAN	1
HOUMANN	1
HOUNAR	1
HOUNG	1
HOUNI	1
HOURIYA	1
HOUSHMAND	1
HOUSNI	1
HOUSSAMI	1
HOUSSAN	1
HOUSSEMEDDINE	1
HOUSSEN	1
HOUYI	1
HOUZAIFAH	1
HOUZAN	1
HOUZNI	1
HOVSEP	1
HOWIE	1
HOWRAMAN	1
HOWRAZ	1
HOWSIKKAN	1
HOYA	1
HOYUN	1
HOZ	1
HOZA	1
HOZAIFA	1
HOZAYFA	1
HOZEFA	1
HOZIFA	1
HOZZAN	1
HRACHIK	1
HRAND	1
HRANT	1
HRATCH	1
HRAY	1
HREIDAR	1
HREIMUR	1
HRIDAYESH	1
HRIDYANSHU	1
HRISTIAN	1
HRISTOMIR	1
HRISTOS	1
HRITIK	1
HROALD	1
HRÓAR	1
HRÓÐMAR	1
HROI	1
HROLFUR	1
HRUSHIKESH	1
HRUSIKESA	1
HRUSTE	1
HRYHORIY	1
HSEEN	1
HSHAM	1
HSI-CHEN	1
HSIN-HAO	1
HSU	1
HSU-CHING	1
HTAIN	1
HTING	1
HTUN	1
HTWE	1
HUABIAO	1
HUA-DE	1
HUAFU	1
HUAGANG	1
HUAI	1
HUAIBING	1
HUAIBO	1
HUALIANG	1
HUALONG	1
HUAMAO	1
HUAMIN	1
HUANJIE	1
HUAN-LIANG	1
HUANRAN	1
HUAN-WU	1
HUANZHANG	1
HUAXING	1
HUAYUAN	1
HUAZHONG	1
HUBA	1
HUBEN	1
HÚBERT	1
HUCH	1
HUDA	1
HUDAFA	1
HUDAYI	1
HUDEIFA	1
HUDEIFI	1
HUDEJFA	1
HUDEYFA	1
HUDEYFE	1
HUEMAC	1
HUFORD	1
HUGGI	1
HUGGO	1
HUGH-FINN	1
HÚGÓ	1
HUGO-BERTRAM	1
HUGO-EMIL	1
HUGO-SANDER	1
HUGO-VICTOR	1
HUGUE	1
HUIBERTUS	1
HUIBRECHT	1
HUICHUN	1
HUIJUN	1
HUILIANG	1
HUILING	1
HUIMIN	1
HUIMING	1
HUIPENG	1
HUIQIANG	1
HUITZIL	1
HUIYI	1
HUJAT	1
HU-JU	1
HUKI	1
HULDAR	1
HULKI	1
HULOUVAN	1
HULÜSI	1
HUM	1
HUMA	1
HUMAD	1
HUMAIR	1
HUMAR	1
HUMARE	1
HUMASS	1
HUMEAS	1
HUMLE	1
HUMMAAD	1
HUMMAD	1
HUMMAM	1
HUMOUD	1
HUMPHRY	1
HUMYUN	1
HUMZA	1
HUMZAA	1
HUNAN	1
HUNDANOL	1
HÙNG	1
HUNG-JU	1
HUNG-KAI	1
HUNG-LIE	1
HUNG-LIN	1
HUNJIN	1
HUNOR-ARPAD	1
HUNOR-ISTVÁN	1
HUNOR-LEVENTE	1
HUNOR-ZSOLT	1
HUOC	1
HUOGANG	1
HUOJI	1
HUOSAIN	1
HUOSHYAR	1
HUP	1
HUPI	1
HURERA	1
HURIMISDAS	1
HURKAN	1
HURRAM	1
HURSEHIT	1
HURSH	1
HURUY	1
HUSAAM	1
HUSAINI	1
HUSAK	1
HUSAMADIN	1
HUSAM-ALDEEN	1
HUSAMELDIN	1
HUSAMUDDIN	1
HUSAYAN	1
HUSEIR	1
HÚSEYIN	1
HUSHIJAR	1
HUSI	1
HUSIN	1
HUSK	1
HUSNAN	1
HUSNE	1
HUSNI-HAMID	1
HUSREF	1
HUSSAINI	1
HUSSAMALDEEN	1
HUSSANAIN	1
HUSSEINALI	1
HUSSEINI	1
HUSSIENI	1
HUSSNAIN	1
HUSSNIN	1
HUSTAMI	1
HUTAN	1
HUTHAIFA	1
HUTTAN	1
HUU-DUOC	1
HUWAID	1
HUXLEY	1
HUYEN	1
HUY-TAN	1
HUZAIMAH	1
HUZAIR	1
HUZIAFA	1
HUZUR	1
HUZZNI	1
HWAN	1
HWEE	1
HYDAVER	1
HÜDAVERDI	1
HÜDAYL	1
HYEON	1
HYEONGTAE	1
HYGIN	1
HYGINUS	1
HYGREEVA	1
HÜLISI	1
HÜLISIN	1
HYLKE	1
HYLTON	1
HÜLÜSÜ	1
HÜMMET	1
HYONG-SIK	1
HYRUM	1
HYSAM	1
HYSAMEDIN	1
HÜSAMETHIN	1
HÜSEM	1
HYSENT	1
HÜSEYEN	1
HYSEYIN	1
HÜSEYÍN	1
HÜSEYN	1
HÜSREV	1
HYSSEIN	1
HÜSSEIN	1
HYTHEM	1
HYUNG	1
HYUNG-SUK	1
HYUNJONG	1
HYUN-KEUN	1
HYURAY	1
HYUSEINALI	1
HYUSNI	1
HYUSNYU	1
HYWEL	1
HÆRULF	1
HÆVAR	1
HÖDUR	1
HØJ	1
HØJDAL	1
HØJGAARD	1
HØJRIIS	1
HÖKKAS	1
HØRBARTH	1
HØRST	1
HÖSKULDUR	1
HØVER	1
HÅKEN	1
HÅKUN	1
IACINE	1
IAEDE	1
IAJAZ	1
IAMANDI	1
IANIS-ALEXANDRU	1
IANIS-CONSTANTIN	1
IANIS-TEOFIL	1
IAN-IVAN	1
IANNIK	1
IANNIS	1
IARIA	1
IASEMIN-FLORIN	1
IASONAS	1
IAVOR	1
IAYAD	1
IBAAD	1
IBADUL	1
IBAN	1
IB-BRIAN	1
IB-DETLEV	1
IBER	1
IBH	1
IB-HENRIK	1
IBILI	1
IBINNGUAQ	1
IBISH	1
IB-JØRGEN	1
IBNU	1
IBOCAN	1
IB-OLE	1
IBRAHEAM	1
IBRAHIM-ADEM	1
IBRAHIM-AHMAD	1
IBRAHIM-ETHEM	1
IBRAHIM-KHALIL	1
IBRAHIM-SALAH	1
IBRAM	1
IB-RENE	1
IB-RENE'	1
IBRIMA	1
IBROHIMJON	1
IBSHAM	1
IBU	1
IBUKUN	1
ICARE	1
ICARO	1
ICCHAK	1
ICH	1
ICHIRO	1
ICHSAN	1
ICKFORD	1
ICKJAE	1
IDA	1
IDAJET	1
IDARUS	1
IDD	1
IDDIBAKA	1
IDDO	1
IDELFONSO	1
IDEMUDIA	1
IDENILDO	1
IDHAT	1
IDIN	1
IDNAN	1
IDOL	1
IDONGESIT	1
IDOR	1
IDRESS	1
IDREZ	1
ÍDRIS	1
IDRISA	1
IDRISSA	1
IDRISSE	1
IDS	1
IDTHIPHON	1
IDY	1
IDZET	1
IE	1
IEGOR	1
IEHOSHUA	1
IEREMIA-GABRIEL	1
IERO	1
IF	1
IFA	1
IFAN	1
IFATAKHAR	1
IFEANYI	1
IFENNA	1
IFET	1
IFNAN	1
IFOR	1
IFRAHIM	1
IFSHAN	1
IFTIHHAR	1
IFZAAL	1
IFZAL	1
IGGIANQUAQ	1
IGHIWIYISI	1
IGHODALO	1
IGINAS	1
IGLI	1
IGNAC	1
IGNACIAS	1
IGNASI	1
IGNATZ	1
IGNAZ	1
IGNIS	1
IGNIUS	1
IGZIDOR	1
IHAAB	1
IHABE	1
IHALA	1
IHAR	1
IHEKE	1
IHMAD	1
IHN	1
IHNAS	1
IHSANALLAH	1
IHSANI	1
IHSANUL	1
IHSSANE	1
IHTESHAAM	1
IHTESHAM	1
IHTEZAZ	1
IHYAS	1
IIDOW	1
IIMAAN	1
IINNGUAQ	1
IISAAQ	1
IISAAVARAQ	1
IJAD	1
IJEQINARTEQ	1
IJGE	1
IJJAT	1
IKA	1
IKAR	1
IKAROS	1
IKHAA	1
IKHTISHAM	1
IKHVAN	1
IKHWAN	1
IKMET	1
IKPONMWOSA	1
IKPONWOSA	1
IKRAMUDDIN	1
IKRAMULLAH	1
IKUJI	1
ILAÏ	1
ILAITSUNGUAQ	1
ILAKIYAN	1
ILAKKIYAN	1
ILANGKOVAN	1
ILANGUAK	1
ILANKO	1
ILAN-SHALOM	1
ILAN-SHAY	1
ILARIO	1
ILARS	1
ILATSIAQ	1
ILCHO	1
ILCO	1
ILDAR	1
ILDEFONCE	1
ILDEFONSO	1
ILDUS	1
ILEGBENOSA	1
ILEIAS	1
ILERI	1
ILES	1
ILF	1
ILGAM	1
ILGARS	1
ILGHAR	1
ILGVARS	1
ILIAZ	1
ILIC	1
ILICI	1
ILIE-CATALIN	1
ILIE-CRISTIAN	1
ILIE-FLOREA-LAURENTIU	1
ILIE-MARIUS	1
ILIE-MIHAI	1
ILIE-NASTASE	1
ILIE-NICOLAE	1
ILIES	1
ILIKAS	1
ILINGIO	1
ILIO	1
ILIRIAN	1
ILIRJON	1
ILIUSA	1
ILIYAAS	1
ILIYAD	1
ILJA-OTIS	1
ILJAT	1
ILJIR	1
ILJIRI	1
ILJITSJ	1
ILJJAS	1
ILKER-DERVIS	1
ILKHOM	1
ILKIN	1
ILLAMBA	1
ILLAN	1
ILLANGOVAN	1
ILLANKUMARAN	1
ILLIAN	1
ILLIMAR	1
ILMAN	1
ILMANTAS	1
ILMAR	1
ILMARYNEKNUD	1
ILMAZ	1
ILMIR	1
ILMISAR	1
ILMO	1
ILMURAD	1
ILNAM	1
ILO	1
ILON	1
ILPO	1
ILRICH-DONALD	1
ILSUG	1
ILTAF	1
ILYAS-MOHAMMED	1
ILYIAN	1
ILYOS	1
ILZAN	1
IMAAD	1
IMAAN	1
IMAD-AL-DEN	1
IMADDEDIN	1
IMAD-EDDINE	1
IMADUR	1
IMAKA	1
IM-ALI	1
IMANOL	1
IMANTAS	1
IMAR	1
IMARAN	1
IMBERJA	1
IMBOYO	1
IMBRLJI	1
IMERALJI	1
IMERAN	1
IMIAN	1
IMINNGUAQ	1
IMKE	1
IMKO	1
IMON	1
IMOROU	1
IMRAL	1
IMRAM	1
IMRANE	1
IMRANI	1
IMRANKHAN	1
IMRANUL	1
IMRAN-ULLAH	1
IMRANULLAH	1
IMRE-ISTVAN	1
IMRLI	1
IMROA	1
IMSEL	1
IMTAIZ	1
IMTAZ	1
IMTIHAN	1
IMTINAN	1
IMTIYAZ	1
IMUND	1
IN	1
INAIAT	1
INAMUDDIN	1
INAMULLAH	1
INAS	1
INAYATULLAH	1
IN-BOCK	1
INDALECIO	1
INDALERAQ	1
INDALIK	1
INDERDEEP	1
INDERMOHAN	1
INDIKA	1
INDRAKUMAR	1
INDRAMOHAN	1
INDRANIL	1
INDRAPRAKASH	1
INDRIDI	1
INDRIÐI	1
INDRINA	1
INDUJAN	1
INDUKURI	1
INDULIS	1
INE	1
INEGU	1
INEMESIT	1
INERS	1
INFANTAN	1
INGBERT	1
INGEBRIGT	1
INGEMARS	1
INGE-OLE	1
INGERMANN	1
INGERS	1
INGERSLEV	1
INGGOL	1
INGHAM	1
INGILD	1
INGIMUNDUR	1
INGJALD	1
INGJALDT	1
INGLEV	1
INGOMAR	1
INGO-MAREINER	1
INGOR	1
INGPÓR	1
INGÞÓR	1
ING-TSAI	1
INGUSS	1
INGVAD	1
INGVALDUR	1
INGVERD	1
INGVERTH	1
INGWARDT	1
INGWER-CARSTEN	1
INGWERT	1
INGWERTH	1
INIJAZ	1
INIYAN	1
INIYAVAN	1
INJA	1
INJAM	1
INKARAN	1
INKWAN	1
INLEEL	1
INNES	1
INNOCENZO	1
INNOKENTIIJS	1
INNOKENTIY	1
INNOSSON	1
INOCENCIO	1
INOCENTIU	1
INOORAQ	1
INOR	1
INPAKUMAR	1
INPANATHAN	1
INQULAB	1
INSAN	1
INSHA	1
INSHAD	1
INSHAL	1
INSHAT	1
INTAZAR	1
INTESAR	1
INTEZAR	1
INTHUSHAN	1
INTIKHAB	1
INTO	1
INTUS	1
INTZAR	1
INUARAQ	1
INUIK	1
INUK-PETER	1
INÚNGUAK'	1
INUNGUAQ	1
INUNNGU	1
INUS	1
INUSA	1
INUTEK	1
INUUJUK	1
INVAR	1
INYENE-ABASI	1
INZIBAT	1
IOACHIM	1
IOAN-ADRIAN	1
IOAN-CATALIN	1
IOAN-CIPRIAN	1
IOAN-DANIEL	1
IOAN-DORU	1
IOAN-FLORIN	1
IOAN-GABRIEL	1
IOAN-HOREA	1
IOAN-IOSIF	1
IOAN-JULIAN	1
IOAN-LUCIAN	1
IOAN-MARIAN	1
IOAN-MIHAI	1
IOANNIS-CHRIS	1
IOANNIS-CHRISTOS	1
IOAN-OVIDIU	1
IOAN-PAUL	1
IOAN-STEFANICA	1
IOAN-TIBERIU	1
IOAN-TOMA	1
IOHAN	1
IONA-MARCEL	1
ION-ANASTASIU	1
IONATAN	1
IONATHAN	1
ION-CATALIN	1
IONEL-ALEXANDRU	1
IONEL-ANDREI	1
IONEL-CIPRIAN	1
IONEL-COSMIN	1
IONEL-CRISTINEL	1
IONEL-DANIEL	1
IONEL-LAURENTIU	1
IONEL-MARIUS	1
IONEL-MIHAI	1
IONEL-PETRISOR	1
IONEL-PETRONEL	1
IONEL-STELIAN	1
IONEL-VASILE	1
ION-FLORIN	1
ION-GRIGORE	1
IONICA	1
IONITA	1
ION-MARCEL	1
ION-MARIUS	1
IONUT-ALIN	1
IONUT-BOGDAN	1
IONUT-CALIN	1
IONUT-CODRUT	1
IONUT-CONSTANTIN	1
IONUT-COSTEL	1
IONUT-DORU	1
IONUT-EUGEN	1
IONUT-FLORIN	1
IONUT-FOREMANT	1
IONUT-GABRIEL	1
IONUT-GAVRIL	1
IONUT-IRINEL	1
IONUT-LAURENTIU	1
IONUT-MADALIN	1
IONUT-MARIUS	1
IONUT-NICU	1
IONUT-SILVIU	1
IONUT-VALENTIN	1
ION-VASILE	1
IORDACHE-GABRIEL	1
IOSEF	1
IOSIF-DAN	1
IOSIF-IUSTIN	1
IOSIF-PETRU	1
IOSSIF	1
IOSUA	1
IOULIOS	1
IOZSEF-ATTILA	1
IPCE	1
IPH	1
IPPEI	1
IPPOLYTOS	1
IPRAHIM	1
IQAN	1
IQKRAASH	1
IQRAR	1
IRA	1
IRADAT	1
IRADG	1
IRANAEUS	1
IRAQ	1
IRAUKUNDA	1
IREK	1
IRENEOUS	1
IRENIJUS	1
IRFAN-UL-HASSAN	1
IRGEN	1
IRHAD	1
IRIAN	1
IRIMIA	1
IRINEL-MARIAN	1
IRINEU	1
IRIOBOSA	1
IRIS	1
IRJAN	1
IRMAN	1
IRMING	1
IRMUNDT	1
IRNEL	1
IRNIS	1
IRREBRONE	1
IRSHAAD	1
IRSI	1
IRU	1
IRUTHAYAM	1
IRUTHAYARAJ	1
IRUVEN	1
IRVAN	1
IRYNEJ	1
ISAAG	1
ISAAH	1
ISADIN	1
ISAGURU	1
ISAHAAQ	1
ISAI	1
ISAIYALAN	1
ISAK-ÉMILE	1
ISANGUAK	1
ISARA-SEREE	1
ÍSARR	1
ISAYA	1
ISAYAH	1
ISAYAS	1
ISAYES	1
ISBOSETH	1
ISCHIEL	1
ISFANDIYOR	1
ISH	1
ISHAAK	1
ISHÂK	1
ISHARAT	1
ISHAY	1
ISHIT	1
ISHKHAN	1
ISHOO	1
ISHRAQ	1
ISHRAT	1
ISHRIT	1
ISHTIAK	1
ISHTIYAK	1
ISHTIYAQ	1
ISHWORY	1
ISIAH	1
ÍSIDÓR	1
ISIDORO	1
ISIK	1
ISILDO	1
ISKKANJA	1
ISLAMBEK	1
ISLOMBEK	1
ISMA	1
ISMAACIIL	1
ISMAAEL	1
ISMAEIL	1
ISMAÏL	1
ISMAÏLA	1
ISMAILAKI	1
ISMAL	1
ISMALIA	1
ISMALJ	1
ISMARLIN	1
ISMAWAR	1
ISMEL	1
ISMIGÜZEL	1
ISRAEFIL	1
ISRAËL	1
ISRAFEL	1
ISRAIL	1
ISRAR-UL-HAQ	1
ISRIN	1
ISSAA	1
ISSADIN	1
ISSAKA	1
ISSAMME	1
ISSAQ	1
ISSARA	1
ISSARATHAI	1
ISSARAYOOT	1
ISSEY	1
ISSHAK	1
ISSIAGA	1
ISSIAKA	1
ISSIFU	1
ISSMAT	1
ISSOUFOU	1
ISSRARULLAH	1
ISTABREGNE	1
ISTEMI	1
ISTHIAQ	1
ISTODOR	1
ISTOK	1
ISTVÀN	1
ISTVAN-LORAND	1
ISTVAN-MIKLOS	1
ISUB	1
ISURU	1
ISVAN	1
ISXAAQ	1
ISZAK	1
ITAAKARA	1
ITAN	1
ITANI	1
ITHAJAN	1
ITHAYARAS	1
ITHURN	1
ITIBARI	1
ITIMAT	1
ITOBIYE	1
ITSARA	1
ITSARET	1
ITSAYA	1
ITSHAM	1
ITYS	1
ITZIK	1
IULIA	1
IULIAN-ADRIAN	1
IULIAN-CATALIN	1
IULIAN-CONSTANTIN	1
IULIAN-CRISTIAN	1
IULIAN-FLORIN	1
IULIAN-GABRIEL	1
IULIAN-IONUT	1
IULIAN-NICOLAE	1
IULIAN-STEFAN	1
IULIAN-VASILE	1
IULICA	1
IULIU-ADRIAN	1
IULIU-CEZAR	1
IULIU-DUDU	1
IULUS	1
IUNA	1
IUSTIN-CONSTANTIN	1
IUSTIN-MARIUS	1
IVA	1
IVAAQ	1
IVAILO	1
IVAIR	1
IVAJLO	1
IVANARD	1
IVANCHO	1
IVANCO	1
IVAN-ERNST	1
IVANG	1
IVANIN	1
IVAN-JESPER	1
IVAN-LAZAR	1
IVAN-MARINOS	1
IVAN-MICHAEL	1
IVANO	1
IVANOV	1
IVANOW	1
IVAN-PEDER	1
IVAN-SEVERYN	1
IVAR-ANDRÉ	1
IVCHO	1
IVER-PETER	1
IVITSA	1
IVOMIR	1
IVOSKA	1
IWANKIRI	1
IXTLA	1
IYAN	1
IYKE	1
IYNKARAN	1
IYO	1
IZACK	1
IZAHIR	1
IZAIM	1
IZAIT	1
IZAM	1
IZATULLAH	1
IZAYA	1
IZAZ	1
IZEIR	1
IZHAAN	1
IZHAAR	1
IZHAN	1
IZHARULHAQ	1
IZMARAI	1
IZMIR	1
IZUCHUKWU	1
IZUNNA	1
IZYA	1
IZZEDDIN	1
IZZEDDN	1
IZZETCAN	1
IZZO	1
IØRGEN	1
JA'	1
JAAK	1
JAAKOV	1
JAAKUNNGUAQ	1
JAANI	1
JAANSCILY	1
JAANUS	1
JAANUSHAN	1
JAASSER	1
JAATHAVAN	1
JABA	1
JABALAN	1
JABALI	1
JABANG	1
JABARIL	1
JABED	1
JABEER	1
JABERULLAH	1
JABEZ	1
JABR	1
JABRIEL	1
JABRIIL	1
JABU	1
JACCO	1
JACFAR	1
JACHIM	1
JACHIN	1
JACHOB	1
JACIE	1
JACIKE	1
JACIM	1
JACINT	1
JACINTHAN	1
JACKAPAT	1
JACK-BRIAN	1
JACK-DYLAN	1
JACKEY	1
JACKGIDT	1
JACK-MICHEL	1
JACOB-ANDREAS	1
JACOB-ANNÆUS	1
JACOB-BERNHARDT	1
JACOB-CHRISTIAN	1
JACOB-DANIEL	1
JACOB-EMIL	1
JACOB-GUSTAV	1
JACOB-INGEMANN	1
JACOB-OLE	1
JACOB-PAW	1
JACOB-WALDEMAR	1
JÁCOME	1
JACOP	1
JACQUES-ANDRÈ	1
JACQUES-LOUIS	1
JACQUIS	1
JACQUUB	1
JADALLAH	1
JADBINDER	1
JADD	1
JADGAR	1
JAEHYOUNG	1
JAEHYUN	1
JAEHYUNG	1
JAE-LEE	1
JAEM	1
JAEPEE	1
JAE-PIL	1
JAERUS	1
JAESEN	1
JAESEONG	1
JAEWON	1
JAFAAR	1
JAFERSON	1
JAFFERHUSAIN	1
JAFFERUSSADIQ	1
JAFIR	1
JAGADEESHWAR	1
JAGANMOHAN	1
JAGANNATHA	1
JAGAR	1
JAGARKHUN	1
JAGAT	1
JAGATH	1
JAGATHAI	1
JAGBIR	1
JAGD	1
JAGDISHBHAI	1
JAGEESH	1
JAGER	1
JAGGER	1
JAGHUB	1
JAGIR	1
JAGJIWAN	1
JAGKRAPUT	1
JAGMAIL	1
JAGMEET	1
JAGMIT	1
JAGO	1
JAGOS	1
JAGPAL	1
JAGPREET	1
JAGUB	1
JAGVIR	1
JAH	1
JAHAANGIER	1
JAHAD	1
JAHANSHAN	1
JAHANZEEB	1
JAHANZIB	1
JAHAR	1
JAHED	1
JAHESH	1
JAHI	1
JAHIA	1
JAHID	1
JAHIJA	1
JAHIJAD	1
JAHIN	1
JAHKEEM	1
JAHNMARIUZ	1
JAHNNI	1
JAHONGIR	1
JAHRI	1
JAHRY	1
JAHVIN	1
JAHWAR	1
JAHYE	1
JAIAH	1
JAIBBRAN	1
JAIDEEP	1
JAIE	1
JAILANI	1
JAIMO	1
JAIMY	1
JAIPAL	1
JAIRUS	1
JAISHAN	1
JAISS	1
JAIVER	1
JAKAB	1
JAKAN	1
JAKAPHONG	1
JAKARKHON	1
JAKITHARAN	1
JAKKAPHAT	1
JAKKARIN	1
JAKKER	1
JAKO	1
JAKOB-BO	1
JAKOB-EJNER	1
JAKOB-HAAGEN	1
JAKOB-JULIUS	1
JAKOB-LUDVIG	1
JAKOUB	1
JAKRAPHAN	1
JAKRAPHAT	1
JAKSA	1
JAKUNGUAK	1
JAKÛP	1
JÀKUP	1
JAL	1
JALA	1
JALAIL	1
JALAK	1
JALAL-AL-DIN	1
JALALUDIN	1
JALAREENLENEY	1
JALE	1
JALGRIM	1
JALIN	1
JALKH	1
JALLBJØRN	1
JALLEL	1
JALLO	1
JALLOUL	1
JALMER	1
JALO	1
JAMAA	1
JAMAC	1
JAMAINE	1
JAMALADIN	1
JAMALE	1
JAMAL-EDDIN	1
JAMALEDIN	1
JAMALUDDIN	1
JAMANIK	1
JAMAS	1
JAMBALI	1
JAMBULAT	1
JAMEEL-UL-REHMAN	1
JAMERCON	1
JAMES-JEREMIAH	1
JAMESKUMAR	1
JAMESON	1
JAMES-PHILIP	1
JAMIE-LEE	1
JAMIEMARTIN	1
JAMIIL	1
JAMIL-UD-DIN	1
JAMILURAHMAN	1
JAMIR	1
JAMIU	1
JAMMAT-ALI	1
JAMMIE	1
JAMMY	1
JAMNAN	1
JAMOND	1
JAMRIANG	1
JAMSHAD	1
JAMSHAID-UL	1
JAMSHEED	1
JAMSHID-AHMAD	1
JAMSHIED	1
JAMSS	1
JAMTULLAH	1
JAN-AAGE	1
JANAARTHANAN	1
JANABALA	1
JANADAS	1
JANAGARAJAH	1
JANAGHA	1
JANAJAN	1
JANAKAN	1
JANAKI	1
JAN-ALEX	1
JAN-ALEXANDER	1
JANAN	1
JANANAN	1
JAN-ANDERS	1
JAN-ANDRES	1
JANANEN	1
JAN-ANTOINE	1
JANAR	1
JANARDAN	1
JAN-AREND	1
JAN-ARILD	1
JANARRTHANAN	1
JANATGUL	1
JANATHTHAN	1
JANAV	1
JANAY	1
JANBAZ	1
JANBAZI	1
JANBERK	1
JAN-BERNT	1
JAN-BJARNI	1
JAN-BOLESLAW	1
JAN-CARL	1
JANCAUSKAS	1
JAN-CHRISTER	1
JAN-CHRISTOPHER	1
JANCI	1
JAN-DANIEL	1
JAN-DAVID	1
JAN-DENNIS	1
JANDER	1
JANDEREK	1
JAN-DERK	1
JANDI	1
JANDIR	1
JANDRES	1
JANE	1
JANEC	1
JANED	1
JAN-EDDIE	1
JAN-EIK	1
JANEKS	1
