Fornavne til kvinder pr. 1. januar 2014

Navn	ANTAL
ANELINE	4
ANELLE	4
ANERAQ	4
ANEZKA	4
ANFAAL	4
ANGÉLA	4
ANGELLA	4
ANHAR	4
ANIK	4
ANIKI	4
ANISEH	4
ANJI	4
ANJULI	4
ANLINE	4
ANLIS	4
ANLISE	4
ANLY	4
ANNA-BELLA	4
ANNA-BRITT	4
ANNA-BRITTA	4
ANNA-CAROLINE	4
ANNA-CECILIA	4
ANNA-DORTE	4
ANNA-FREJA	4
ANNA-KRISTINA	4
ANNALAURA	4
ANNALEA	4
ANNALINE	4
ANNA-LISSE	4
ANNA-MALOU	4
ANNA-MARGRETE	4
ANNA-MARI	4
ANNAMARY	4
ANNAMAYA	4
ANNA-PIA	4
ANNA-VIOLA	4
ANN-BERITH	4
ANN-BETTINA	4
ANNE-CAMILLA	4
ANNE-CARINA	4
ANNE-CATRINE	4
ANNE-CHRISTIN	4
ANNE-GERD	4
ANNE-HEDVIG	4
ANNE-JOHANNE	4
ANNE-LEA	4
ANN-ELISE	4
ANNE-LISS	4
ANNELISSE	4
ANNEMAIA	4
ANNE-MAREN	4
ANNE-MARY	4
ANNEMIA	4
ANNE-SOFI	4
ANNE-SOPHIA	4
ANNGRETHE	4
ANNIK	4
ANN-JEAN	4
ANNJEANETT	4
ANNKATRIN	4
ANN-KERSTIN	4
ANNLOUISE	4
ANNMARIA	4
ANN-STINA	4
ANOMA	4
ANOUSHA	4
ANOUSHKA	4
ANSAM	4
ANTESAR	4
ANTONETHE	4
ANUM	4
ANUPAMA	4
ANURA	4
ANURADHA	4
ANZELA	4
APINYA	4
ARACELLI	4
ARANTXA	4
ARDIJANA	4
ARGENTINA	4
ARIADNE	4
ARIANN	4
ARIJ	4
ARISSARA	4
ARMAGHAN	4
ARMELLE	4
ARMI	4
ÁRNÝ	4
AROOSA	4
AROSA	4
ARTHIKA	4
ARTI	4
ARUN	4
ASFRID	4
ASHTAR	4
ASILA	4
ASILI	4
ASINE	4
ÁSLAUG	4
ASMERET	4
ASMIK	4
ASRAH	4
ASSAL	4
ASSEL	4
ASSIYA	4
ASSIYE	4
ASSMA	4
ASSMAA	4
ASTA-SOFIE	4
ÁSTHILDUR	4
ASTRA	4
ASTRID-HELENE	4
ATIJA	4
ATLA	4
AUBREY	4
AUDHILD	4
AURELA	4
AURIKA	4
AUSTA	4
AVIJAAJA	4
AWESTA	4
AYAA	4
AYAKA	4
AYANA	4
AYMAN	4
AYOMIDE	4
AYTAN	4
AZARI	4
AZHAAR	4
AZIZAH	4
BABETH	4
BABRA	4
BADEMA	4
BADRI	4
BAHARA	4
BAHRIYE	4
BALQISA	4
BANAN	4
BANEEN	4
BANEN	4
BARAN	4
BÁRBARA	4
BASHAER	4
BASHAIR	4
BASRA	4
BASSEMA	4
BE	4
BÉATRICE	4
BEBE	4
BEFRIN	4
BEGARD	4
BEGIJA	4
BEHJAT	4
BEIBEI	4
BEKE	4
BELÉN	4
BELKIZ	4
BELMINA	4
BÉNÉDICTE	4
BENGISU	4
BENGÜ	4
BENNED	4
BENTE-MARIE	4
BERGHILD	4
BERI	4
BERIWAN	4
BERNADETH	4
BERTHELINE	4
BESJANA	4
BESSI	4
BETHAN	4
BETTY-MARIE	4
BETZIE	4
BEULAH	4
BHAVANI	4
BILIANA	4
BILQIS	4
BILQUIS	4
BILYANA	4
BINISH	4
BINTI	4
BIR	4
BIRGUL	4
BISTRA	4
BITTER	4
BJARMA	4
BJØRDA	4
BJØRGIT	4
BLAGA	4
BLESSINGS	4
BLINERA	4
BORBÁLA	4
BORGHILDUR	4
BOSA	4
BOUKJE	4
BOUSHRA	4
BRESHNA	4
BRINDUSA	4
BRIVAN	4
BUBPHA	4
BUNCHUAY	4
BUNNY	4
BUSAD	4
CAAISHA	4
CADY	4
CAIXIA	4
CAMMILLE	4
CANDIDA	4
CANDIE	4
CANIJE	4
CANJA	4
CANNA	4
CAPELLA	4
CARIMA	4
CARMEL	4
CAROLINE-AMALIE	4
CAROLYNE	4
CATARINE	4
CATINKA	4
CAYSA	4
CECILIE-MARIE	4
CECILLA	4
CECILY	4
CECILYA	4
CERI	4
CERIMA	4
CERINA	4
CHAFIKA	4
CHALIDA	4
CHAMA	4
CHAMPA	4
CHAMSA	4
CHANG	4
CHANIA	4
CHANTHIMA	4
CHANYA	4
CHARIFA	4
CHARISA	4
CHARISMA	4
CHARISSA	4
CHAROLINE	4
CHASMIN	4
CHELINE	4
CHEMAN	4
CHENETT	4
CHEYANNE	4
CHIAKI	4
CHINDA	4
CHINH	4
CHINWE	4
CHIOMA	4
CHIRIN	4
CHIRINE	4
CHITA	4
CHLOË	4
CHONG	4
CHRISSIE	4
CHRISTIANNA	4
CHRISTINNE	4
CIDEM	4
CILEM	4
CING	4
CITHA	4
CLAIERE	4
CLARA-CECILIE	4
CLÉO	4
CODRINA	4
COLINE	4
CONSTANTINA	4
CONSTANZA	4
CORY	4
CRISTINA-MARIA	4
CUC	4
CUI	4
CVETA	4
CVIJETA	4
DAFNA	4
DAGRUN	4
DALIAH	4
DANAH	4
DANIE	4
DANIËLLE	4
DANIYA	4
DANOJLA	4
DANUSE	4
DANY	4
DARANEE	4
DARIIA	4
DARLY	4
DASA	4
DASHA	4
DAVORKA	4
DE	4
DÉBORA	4
DEEGA	4
DEIDRE	4
DEISY	4
DEJLA	4
DELARA	4
DELARAM	4
DELIN	4
DEMILA	4
DENISSE	4
DENNY	4
DERIN	4
DETELINA	4
DEWI	4
DHARMA	4
DIÁNA	4
DICKTE	4
DICTHE	4
DIETLIND	4
DIKA	4
DIKRA	4
DILIN	4
DILSAH	4
DILVIN	4
DINEKE	4
DINKA	4
DIPTI	4
DITTA	4
DJEVRIJE	4
DJOAN	4
DOMINGA	4
DORETTE	4
DORNA	4
DORRITT	4
DOUA	4
DRAGOSLAVA	4
DRAGUNA	4
DRINE	4
DRÓS	4
DRUSILLA	4
DUANGNET	4
DUANGRUDEE	4
DUNA	4
DURSUMA	4
DYANA	4
DYNA	4
DZEDIJE	4
DZEJNA	4
DZESIKA	4
DÖRTHE	4
EBYAN	4
EDELWEISS	4
EDELYN	4
EDIL	4
EDITH-MARIE	4
EFRAT	4
EFTYCHIA	4
EGI	4
EI	4
EIKA	4
EIKO	4
EILIYAH	4
EINE	4
EJ	4
EJDA	4
EJE	4
EJVI	4
EKATARINA	4
ELAKIYA	4
ELCIN	4
ELECTRA	4
ELEONOR	4
ELFETE	4
ELICE	4
ELIONORA	4
ELÍSA	4
ELISABETE	4
ELISSAR	4
ELIZABETE	4
ELIZAN	4
ELJESA	4
ELLANOR	4
ELLEN-GRETHE	4
ELLICE	4
ELLIDA	4
ELLINORA	4
ELORA	4
ELSABET	4
ELSBA	4
ELSE-BIRGITTE	4
ELSE-MERETHE	4
ELSJE	4
ELSPA	4
ELVANE	4
ELVIE	4
ELVIJE	4
ELYSE	4
EMILE	4
EMILEE	4
EMILLA	4
EMILLY	4
EMMA-KIRSTINE	4
EMMALOU	4
EMMA-MARIA	4
EMMA-MATHILDE	4
EMMA-ROSA	4
EMMA-SOFIA	4
EMMA-SOPHIA	4
EMMELIA	4
EMMELINA	4
EMMILIE	4
EMNA	4
EMRA	4
ENGEL	4
ENGLY	4
ENORA	4
ENSAF	4
ENSIEH	4
ERJONA	4
ESI	4
ESJA	4
ESMAHAN	4
ESMINA	4
ESRANUR	4
ETELKA	4
ETO	4
EUFEMIA	4
EVA-BRITT	4
EVA-LENA	4
EVA-LISA	4
EVA-LOTTA	4
EVALYN	4
EVAMARIE	4
EVENLY	4
EVERDINA	4
EVERLYN	4
EVIA	4
EWA-MARIA	4
EWE	4
EWIN	4
EYÐDIS	4
EZANA	4
EZEL	4
EZRA	4
FABRINA	4
FADIMO	4
FAEGHEH	4
FAHMA	4
FAINA	4
FAJR	4
FAKHARA	4
FANA	4
FANKA	4
FARANGIS	4
FAREEHA	4
FARESHTA	4
FARIMAH	4
FARXIYO	4
FATANEH	4
FATAT	4
FATBARDHA	4
FATEH	4
FATMANA	4
FATMI	4
FATUMO	4
FAUSTYNA	4
FAWSIA	4
FAZIA	4
FAZILAT	4
FEDAA	4
FEDEN	4
FEDZIDE	4
FEIME	4
FELICE	4
FELIZA	4
FENGYING	4
FENNELLA	4
FERAY	4
FERHAN	4
FILIA	4
FILLORETA	4
FILUCKA	4
FIROOZEH	4
FITNETE	4
FLJORIJE	4
FLORE	4
FLORIA	4
FLORIANE	4
FLORIDA	4
FLORINE	4
FOWSIYA	4
FRANCESKA	4
FRANCI	4
FRANCIE	4
FRANSISCA	4
FREA	4
FREDERICA	4
FREDERIKA	4
FREIJA	4
FREWEINI	4
FRIDEL	4
FRITZA	4
FRYAL	4
FULLA	4
GAIANE	4
GALI	4
GAN	4
GARGI	4
GAYANE	4
GAYATHIRI	4
GAZELLE	4
GE	4
GEHAN	4
GENA	4
GENOVEFA	4
GENTA	4
GEORGINE	4
GERDA-MARIE	4
GERÐUR	4
GERHARDA	4
GETA	4
GETHA	4
GEVHER	4
GHADEER	4
GHAZALE	4
GHEORGHITA	4
GHERGHINA	4
GHISLAINE	4
GIANNINA	4
GIAO	4
GIAU	4
GIRLY	4
GISA	4
GISELLA	4
GISKEN	4
GISLEYG	4
GIUSEPPA	4
GLAIZA	4
GLENNY	4
GOENNA	4
GOLBAHAR	4
GOLDI	4
GONCAGÜL	4
GORANA	4
GRETHEL	4
GRETHE-LIS	4
GRISELDA	4
GUDFINNA	4
GUI	4
GUIYING	4
GULALA	4
GULALAY	4
GULER	4
GULLBORG	4
GULLIS	4
GUNITA	4
GUNN-BRITT	4
GUNVAD	4
GUO	4
GUODA	4
GURLI-MARIE	4
GURLY	4
GÜLDEREN	4
GÜLEY	4
GÜLGÜN	4
GÜLNIHAL	4
GÜLSEM	4
GÜLSU	4
GYLVA	4
GÜLÜSAN	4
GÜNGØR	4
GYONGYI	4
GYÖRGYI	4
GØNNA	4
GØRIL	4
HABIBEH	4
HADDA	4
HADIQA	4
HADIS	4
HADIYAH	4
HADZIJA	4
HAIYING	4
HALALA	4
HALDA	4
HALENUR	4
HALIIMO	4
HAMIDAH	4
HAMNAH	4
HANA'A	4
HANADE	4
HANADY	4
HANGAMA	4
HANIE	4
HANIJA	4
HANIYEH	4
HANNA-LISE	4
HANNA-MARIA	4
HANNE-BRITT	4
HANNELOA	4
HANSI	4
HANUMICA	4
HARDEEP	4
HARLEY	4
HARRIETTE	4
HASIJE	4
HASNIA	4
HASRETA	4
HEDIEH	4
HEELA	4
HEIDDI	4
HEIDI-MARIE	4
HELLEMAI	4
HELLENA	4
HENDRINA	4
HENRIETA	4
HENRIETHE	4
HERDÍS	4
HERLA	4
HESNA	4
HESTER	4
HIBAK	4
HIDAYO	4
HIJAB	4
HILDIGERD	4
HILLEVI	4
HILLY	4
HIU	4
HIWOT	4
HLA	4
HLIF	4
HOLIA	4
HÓLMFRIÐUR	4
HOMIRA	4
HONGXIA	4
HONGYAN	4
HOODO	4
HOSNIA	4
HOURIEH	4
HRUND	4
HUANG	4
HUDDA	4
HUMARA	4
HUMEYRA	4
HUMMA	4
HURIJE	4
HWA	4
HÜRÜ	4
IANE	4
IANI	4
IASMINA	4
IBET	4
IDA-CECILIE	4
IDA-MATHILDE	4
IDASOFIE	4
IELYZAVETA	4
IFAKAT	4
IFAT	4
IGBALE	4
IGBALLE	4
IHSANE	4
IHSSAN	4
IINA	4
IKLAS	4
ILENIA	4
ILHANA	4
ILINKA	4
ILIRIANA	4
ILLONE	4
ILSEBIL	4
ILSEMARIE	4
ILUNA	4
ILVIJE	4
ILYA	4
IMA	4
IMEE	4
IMONE	4
IN	4
INDIE	4
INDIGO	4
INÊS	4
INGELILL	4
INGE-LONE	4
INGEMARGRETHE	4
INGEMETTE	4
INGER-GRETE	4
INGERLIL	4
INGERMARGRETHE	4
INGER-MARIA	4
INGER-MERETHE	4
INGIGERD	4
INGRY	4
INI	4
INIA	4
INSHA	4
INTHUMATHY	4
IOANA-ALEXANDRA	4
IONELIA	4
IQRAH	4
IRIT	4
IRITH	4
ISHAL	4
ISLIM	4
ISSRA	4
ITA	4
ITIDAL	4
IUSTINA	4
IZABELE	4
IZOLDA	4
IZZA	4
JACINTHA	4
JACKILYN	4
JACKLIN	4
JACLYN	4
JACOBE	4
JAGNA	4
JAGODINKA	4
JAMALA	4
JAMNIAN	4
JANEY	4
JANIN	4
JANTIMA	4
JANUSHA	4
JAQUELIN	4
JAQUELINA	4
JARUNEE	4
JASDEEP	4
JASTRID	4
JAVAIRIA	4
JAVANNA	4
JAWAAHIR	4
JAYASHREE	4
JAZMINE	4
JEANNELLE	4
JEANY	4
JEE	4
JEEVA	4
JEMILA	4
JEMIMAH	4
JENET	4
JENIE	4
JENIFFER	4
JENNAH	4
JENNICA	4
JENNIEFER	4
JERLYN	4
JESCA	4
JESIKA	4
JETT	4
JIAHUI	4
JIAJIA	4
JIANHONG	4
JIANZHEN	4
JIAYING	4
JINHUA	4
JINLIAN	4
JIRAPA	4
JIVAN	4
JOKE	4
JONAH	4
JONGRAK	4
JOSEFIE	4
JOSEPHIA	4
JOSEPHIINE	4
JOSTA	4
JOVA	4
JOWANA	4
JOYEUSE	4
JOYLYN	4
JUDELYN	4
JULA	4
JULARAT	4
JULIAN	4
JUNNA	4
JUTHA	4
JUTHARAT	4
JUTTE	4
JUVELYN	4
KADEK	4
KAE	4
KAELA	4
KAETE	4
KAFI	4
KAHINA	4
KAIZA	4
KAJANI	4
KAJENTHINI	4
KALAIMAGAL	4
KALAWATHY	4
KALAWIZ	4
KALTUM	4
KAMALAMBIKAI	4
KAMELIYA	4
KAMMILLE	4
KANCHAN	4
KANGWA	4
KANTA	4
KANTHIMATHY	4
KANYANAT	4
KANZA	4
KAOUTAR	4
KAREEN	4
KAREN-EMILIE	4
KAREN-GRETE	4
KAREN-INGRID	4
KAREN-KATHRINE	4
KAREN-KIRSTINE	4
KAREN-LISBET	4
KARENN	4
KARIMEH	4
KARITAS	4
KAROL	4
KARÓLÍNA	4
KARREN	4
KARTA	4
KARYN	4
KARYNA	4
KASHMALA	4
KASTHURI	4
KATELEEN	4
KATHINA	4
KATJA-LOUISE	4
KATJANNA	4
KATRINE-MARIE	4
KAWSER	4
KAYAL	4
KAYCEE	4
KAZHAL	4
KAZI	4
KE	4
KEFAH	4
KEIKE	4
KEKLIK	4
KELTOUM	4
KERIT	4
KETA	4
KETI	4
KHADIGA	4
KHADOUJ	4
KHALDIEH	4
KHANSA	4
KHANSAA	4
KHAOULA	4
KHATEMA	4
KHATRA	4
KHEIRA	4
KHEIRIE	4
KHEIRIEH	4
KIAH	4
KIBAR	4
KIJA	4
KIMA	4
KIMET	4
KIMYA	4
KIRTI	4
KISHA	4
KISSE	4
KISTARAQ	4
KIVI	4
KIYOMI	4
KIZZIE	4
KJELLAUG	4
KJELLRUN	4
KOHINOOR	4
KONKORDIE	4
KONSTANCE	4
KORI	4
KOSTADINKA	4
KRISTENSE	4
KRSTINA	4
KULUK	4
KUNA	4
KWANJAI	4
KWANRUAN	4
KYLA	4
LAARNI	4
LADDAPORN	4
LAIALI	4
LAICA	4
LAILUMA	4
LAIMUTE	4
LAINE	4
LAIS	4
LAKKANA	4
LAMBERTA	4
LAMOM	4
LANIA	4
LANJA	4
LANNIE	4
LA-ONG	4
LARISHA	4
LAURIKKE	4
LAWRENCE	4
LAYBA	4
LEANN	4
LEHNE	4
LEILI	4
LENAH	4
LENEMARIE	4
LENETT	4
LENINA	4
LERCHE	4
LETECIA	4
LETTA	4
LETTE	4
LI-ANN	4
LIBBE	4
LICY	4
LIDDA	4
LIDDE	4
LIE	4
LIESE	4
LIISE	4
LIISI	4
LIJIE	4
LILAV	4
LILLIANA	4
LILLI-MARIE	4
LILLITH	4
LIMONE	4
LINDA-MARIA	4
LINE-LOUISE	4
LINNY	4
LIONA	4
LIOR	4
LIQUN	4
LIRA	4
LISA-LOTTE	4
LISANETTE	4
LIS-ANNE	4
LIS-ANNETTE	4
LISEMARIE	4
LIWIA	4
LIXIA	4
LIYING	4
LJATIFE	4
LJILJA	4
LJUBOV	4
LOC	4
LOLITTA	4
LOLLI	4
LONG	4
LONGINA	4
LOREEN	4
LORESA	4
LORY	4
LOTTEN	4
LOUIZE	4
LOVE	4
LUBICA	4
LUBOV	4
LUCI	4
LUCICA	4
LUCIENE	4
LUCREZIA	4
LULLA	4
LUPE	4
LYDA	4
LYLY	4
LYZET	4
MABELLE	4
MACHIKO	4
MACHOZI	4
MADE	4
MADENA	4
MADHAVI	4
MADIA	4
MADOKA	4
MADZIDE	4
MAEDEH	4
MAËLLE	4
MAGALIE	4
MAGEDA	4
MAGGY	4
MAHASEN	4
MAHGUL	4
MAHIDE	4
MAHJABEEN	4
MAICHEN	4
MAIJU	4
MAISOON	4
MAISSON	4
MAJBRITTE	4
MAJD	4
MAJE	4
MAJLA	4
MAJNA	4
MAJORIE	4
MAKFIRE	4
MAKFIRETE	4
MALAZ	4
MALEK	4
MALFRID	4
MALIAH	4
MALIHE	4
MALISHA	4
MALÚ	4
MALVINE	4
MANAMI	4
MANCHULA	4
MANESSA	4
MANETTE	4
MANGALI	4
MANITA	4
MANIZHEH	4
MANOLYA	4
MANZAR	4
MAO	4
MAR	4
MARCHELLA	4
MAREE	4
MARENLISE	4
MAREN-SOFIE	4
MARENTE	4
MARETA	4
MARGARITHA	4
MARGUERITHE	4
MARIA-LOUISA	4
MARIAMU	4
MARIANGELA	4
MARIA-PIA	4
MARICICA	4
MARICON	4
MARIE-	4
MARIE-CHARLOTTE	4
MARIE-FRANCE	4
MARIE-KRISTINE	4
MARIELUISE	4
MARIE-NOËLLE	4
MARIET	4
MARIFLOR	4
MARILU	4
MARIS	4
MARISELA	4
MARITT	4
MARIYAH	4
MARIYE	4
MARJANEH	4
MARLICE	4
MARLISE	4
MAROUA	4
MARRI	4
MARVEL	4
MARYEM	4
MARYIA	4
MARYLOU	4
MARYSE	4
MARYUM	4
MASOMA	4
MASTOORA	4
MASTORA	4
MASUKA	4
MASUME	4
MATA	4
MATTHANA	4
MATY	4
MAWA	4
MAYA-SOFIA	4
MAYDA	4
MAYLEN	4
MAYSE	4
MAYSSOUN	4
MEDA	4
MEERI	4
MEHAR	4
MEHIBE	4
MEJREME	4
MELIHATE	4
MELITHA	4
MELLA	4
MELLANI	4
MELLIE	4
MELLY	4
MELVA	4
MEMNUN	4
MEMORY	4
MENAKA	4
MENESSA	4
MENNAH	4
MERA	4
MERGYUL	4
MERINA	4
MERITXELL	4
MERKA	4
MERLE-MARIE	4
MERLI	4
MERLINA	4
MERVA	4
MERVI	4
MESHAL	4
METT	4
METTEA	4
MEY	4
MHAIRI	4
MIAAD	4
MICELLE	4
MICOL	4
MIDHETA	4
MIGNON	4
MIHAELA-FLORENTINA	4
MIHAN	4
MIINA	4
MIKAYLA	4
MIKICA	4
MIKKELA	4
MIKO	4
MILLEMAI	4
MILLE-MAJA	4
MILLI	4
MINAH	4
MINAKO	4
MINAMI	4
MINDY	4
MINEVER	4
MINU	4
MIR	4
MIRAB	4
MIRABELL	4
MIRIANA	4
MIRLA	4
MIRLJINDA	4
MIRVA	4
MIRYAM	4
MISA	4
MISBA	4
MISSI	4
MITCI	4
MITHRA	4
MIX	4
MIYA	4
MOLOUK	4
MOMENA	4
MONITA	4
MORVARID	4
MOUMITA	4
MOZHDEH	4
MUALLA	4
MUBEEN	4
MULIJA	4
MULU	4
MUNEEZA	4
MUNERA	4
MUNIR	4
MUNISE	4
MUQADAS	4
MWAMINI	4
MYANNE	4
MÜBERRA	4
MYINT	4
MYRLI	4
MYRTHLE	4
MÜRVET	4
MÆRTHA	4
NABEEHA	4
NABILAH	4
NACERA	4
NACIIMO	4
NADIDE	4
NADIIRA	4
NADUK	4
NADZEYA	4
NAFISEH	4
NAGLA	4
NAGMA	4
NAGULESWARY	4
NAHEDA	4
NAHIDEH	4
NAHREN	4
NAIARA	4
NAITA	4
NAJAD	4
NAJAGTA	4
NAJANGUAQ	4
NAJARAK	4
NAJATE	4
NAJEBA	4
NAJIEH	4
NAJILA	4
NAMFON	4
NAMIRA	4
NAMKA	4
NANAMI	4
NANDITA	4
NANNAH	4
NANNA-SOPHIE	4
NANNETTE	4
NANSI	4
NANTHANA	4
NANTHIDA	4
NANZY	4
NAPAT	4
NAPHA	4
NARAM	4
NAREERAT	4
NARMADA	4
NARMEN	4
NASHWA	4
NASTASSJA	4
NASTEXO	4
NAT	4
NATNICHA	4
NATTHAKAN	4
NATTHAPORN	4
NAUAL	4
NAVIDA	4
NAVJOT	4
NAWARAT	4
NAYANA	4
NAYEREH	4
NAYLA	4
NAYYAB	4
NAZE	4
NAZIFEH	4
NAZNEEN	4
NEAMA	4
NEDRET	4
NEDZADA	4
NEDZMIE	4
NEEMAT	4
NEETU	4
NEFELI	4
NEJME	4
NELDA	4
NELOFAR	4
NERMEEN	4
NESLI	4
NETHA	4
NEWSHA	4
NEZIHAT	4
NGHIEM	4
NGOAN	4
NGUYÊN	4
NIBAL	4
NIBRAS	4
NICCA	4
NICCIE	4
NICHAPHAT	4
NICOLL	4
NIELDA	4
NIELSIGNE	4
NIHARIKA	4
NIHAYET	4
NIKKIA	4
NIKOU	4
NILGÜL	4
NILIMA	4
NILO	4
NIOBE	4
NISHANI	4
NISHANTHINI	4
NISSINE	4
NIT	4
NITHIYA	4
NIZITA	4
NJOMZA	4
NONG	4
NONIE	4
NOORZIA	4
NORINA	4
NOURAN	4
NOURIA	4
NOURJAN	4
NUBIA	4
NUDRAT	4
NUHAD	4
NUNA	4
NUNE	4
NUOR	4
NURDAGÜL	4
NUSAIBA	4
NUSAIBAH	4
NYLA	4
OANA-ALEXANDRA	4
ODINE	4
OLEA	4
OLEVINA	4
OLIA	4
OLISE	4
OLY	4
OMAIRA	4
OMNIA	4
ON	4
ONSE	4
ONUMA	4
OPHÉLIE	4
ORAPHIN	4
ORIANA	4
ORTRUD	4
OSLA	4
OSOB	4
OTTA	4
OTTINE	4
OUARDA	4
PAARMA	4
PAKEEZAH	4
PANAN	4
PANATDA	4
PANNA	4
PAPRICA	4
PARICHART	4
PARMILA	4
PARVINDER	4
PATTI	4
PAWINEE	4
PAYAL	4
PAYAM	4
PEARLY	4
PENDIJE	4
PENÉLOPE	4
PENG	4
PENINAH	4
PERIVAN	4
PERIZAN	4
PERSIA	4
PETINA	4
PETRUSJKA	4
PETRUTA	4
PHAIWAN	4
PHAWINEE	4
PHAYAO	4
PHIKUN	4
PHILOMENA	4
PIER	4
PIMCHANOK	4
PINA	4
PINELOPI	4
PINJA	4
PIYADA	4
PIYATHIDA	4
PIYAWAN	4
POH	4
POPPY	4
POURANDOKHT	4
POVLINE	4
PRAVEENA	4
PRISHA	4
PRITI	4
PROMILA	4
PRUDENCE	4
PUNEH	4
PUNITHAVATHY	4
PUSHPALATHA	4
PUVANESWARY	4
QADRO	4
QIRAT	4
QUAN	4
QUN	4
QURAT	4
QURATULAIN	4
RABAIL	4
RABECCA	4
RABIAA	4
RACHELE	4
RACHITA	4
RADVILE	4
RAGNE	4
RAHME	4
RAIFA	4
RAILA	4
RAIMA	4
RAJ	4
RAJARAJESWARY	4
RAJMONDA	4
RAKHSHANDA	4
RALIA	4
RAMAJANA	4
RAMATOULIE	4
RAMEEN	4
RAMEENA	4
RAMILA	4
RAMISHA	4
RAMZIE	4
RANDEEP	4
RANJINI	4
RASMIA	4
RATANA	4
RATSAMEE	4
RATTANAPORN	4
RAWI	4
RAYHAN	4
RAYHANA	4
RAZ	4
RAZAW	4
RAZIKA	4
REAH	4
REBEKKAH	4
REET	4
REILA	4
REJHAN	4
REMSHA	4
REMY	4
RENETA	4
RENETTE	4
RETHA	4
REVATHY	4
RHIMOU	4
RI	4
RIAZ	4
RICKE	4
RIJA	4
RIKE	4
RIKKE-MARIE	4
RIKKIE	4
RIMAS	4
RIME	4
RIONA	4
RISHIKA	4
RITAJ	4
RITCHEL	4
RITZA	4
RIVKA	4
RIYAAN	4
RIYANA	4
RIZAN	4
RIZIKI	4
ROA	4
ROBA	4
ROBAB	4
ROBEENA	4
ROBIA	4
RODE	4
ROGHAYEH	4
ROJBIN	4
ROKIA	4
ROMAN	4
ROMI	4
ROQAYA	4
ROSALIL	4
ROSALIN	4
ROSA-LINA	4
ROSANE	4
ROSANN	4
ROSEANNE	4
ROSELI	4
ROSELLE	4
ROSHIN	4
ROSHNA	4
ROSUL	4
ROWA	4
ROXANA-IOANA	4
ROXY	4
ROZSA	4
RUAA	4
RUDIE	4
RUHIDE	4
RUHSAN	4
RUIQI	4
RUJIRA	4
RUKAJA	4
RUKIYA	4
RUKIYYE	4
RUKSANA	4
RUNG-ARUN	4
RUNGTHIWA	4
RUNI	4
RUSEN	4
RUSHNA	4
RUTHA	4
RUZENA	4
SABARIN	4
SABBA	4
SABEHA	4
SABIA	4
SABITRA	4
SABRIYE	4
SABUHA	4
SACDIA	4
SACDIYA	4
SACHIA	4
SADHANA	4
SADINA	4
SAE	4
SAEDA	4
SAENGJAN	4
SAFETE	4
SAFFIA	4
SAFFRON	4
SAFIYYE	4
SAGEDA	4
SAGHAR	4
SAHEB	4
SAHRE	4
SAHUUR	4
SAHZA	4
SAIBUA	4
SAICHON	4
SAID	4
SAIEDEH	4
SAINABOU	4
SAIRAH	4
SAKHON	4
SAKI	4
SAKINAH	4
SAKURA	4
SALMAH	4
SALMO	4
SALOMÉ	4
SAMANA	4
SAMANE	4
SAMEEN	4
SAMEERAH	4
SAMIN	4
SAMMAN	4
SAMMY	4
SAMRINA	4
SAMRIT	4
SAMRUAI	4
SAMUELLA	4
SANDAR	4
SANDEEP	4
SANELLA	4
SANNE-MARIE	4
SANVI	4
SAPANA	4
SARAB	4
SARABJIT	4
SARADA	4
SARAFINE	4
SARA-MARIA	4
SARANGA	4
SARBJIT	4
SAROCHA	4
SAROJADEVI	4
SAROJINI	4
SAROJINIDEVI	4
SARRAH	4
SATHAPORN	4
SATHIAN	4
SATHYA	4
SATYA	4
SAVANA	4
SAVETA	4
SAVINA	4
SAWITTREE	4
SAYEH	4
SCHANNA	4
SCHILA	4
SEA	4
SEADET	4
SEBIHAT	4
SEBILE	4
SECKIN	4
SEDANUR	4
SEFIJE	4
SELINDA	4
SELJIME	4
SELVARANJINI	4
SELVIA	4
SELVIJA	4
SEMSIJA	4
SENDI	4
SERGÜL	4
SERI	4
SERIF	4
SERVETE	4
SERVIN	4
SESSAN	4
SETSUKO	4
SEVDIE	4
SEVLETA	4
SEYMANUR	4
SHABEENA	4
SHAD	4
SHAFAQ	4
SHAFIGHEH	4
SHAHIDAH	4
SHAHRBANOU	4
SHAIDA	4
SHAINA	4
SHAMINI	4
SHANAY	4
SHANE	4
SHANNI	4
SHANTEL	4
SHANTHY	4
SHARIFAH	4
SHARIFO	4
SHARMAINE	4
SHASMIN	4
SHAWEN	4
SHEETAL	4
SHEJLA	4
SHELAN	4
SHELER	4
SHEMA	4
SHERIE	4
SHEVIN	4
SHEYMA	4
SHEZA	4
SHIDA	4
SHIELLA	4
SHIKHA	4
SHINA	4
SHINDA	4
SHIREN	4
SHIRINE	4
SHIWA	4
SHIZUKA	4
SHLOMIT	4
SHOGOFA	4
SHREEYA	4
SHREYA	4
SHROUK	4
SHUKRIYA	4
SHUO	4
SHUSHAN	4
SHYHRETE	4
SIANA	4
SIBELA	4
SIDA	4
SIDELYA	4
SIGNI	4
SIHANA	4
SILIANE	4
SIMAH	4
SIMAN	4
SIMAR	4
SIMONNE	4
SIMRANJEET	4
SINDIE	4
SINÉAD	4
SINH	4
SIRILUCK	4
SIRINYA	4
SIRIPHON	4
SIRJE	4
SIRKA	4
SIRKKA-LIISA	4
SIRLI	4
SISKO	4
SISSA	4
