Efternavne pr. 1. januar 2014

Navn	ANTAL
WIDENBORG	50
WIENCKEN	50
WIENECKE	50
WIHLBORG	50
WILLATZEN	50
WOGELIUS	50
YAQOOB	50
YDEGAARD	50
YOUSUF	50
ZIMAKOFF	50
ØRREGAARD	50
ØSTERDAL	50
AHL	49
ASANOVSKI	49
BEESE	49
BENDESEN	49
BENNEKOV	49
BERGSTEIN	49
BJELDBAK	49
BJERGBÆK	49
BJERNING	49
BOATENG	49
BOESDAL	49
BOLET	49
BORCHORST	49
BOULOUM	49
BRESEMANN	49
BRUHNS	49
BØGEN	49
CAMILI	49
CHOR	49
COLLATZ	49
CONRADI	49
DAWSON	49
DEBES	49
DIEKELMANN	49
DJURISIC	49
DODENSIG	49
DUVIER	49
EJERSBO	49
ELLEKILDE	49
ELLERBÆK	49
EL-YOUSSEF	49
ENGLEV	49
FAGER	49
FARID	49
FERREIRA	49
FLAK	49
FLOR	49
FOGHMAR	49
FRYDENDALL	49
GJEDING	49
GJERLØFF	49
GOTTHARD	49
GOTTLIEBSEN	49
GRANVIG	49
GRYMER	49
GRÜNBERGER	49
GULLEV	49
GUNTHEL	49
GÖNCÜ	49
HABIBOVIC	49
HAIDAR	49
HANCKE	49
HANCOCK	49
HANNEMANN	49
HAQ	49
HARRITSØ	49
HINNERUP	49
HJELMGAARD	49
HONG	49
HUNE	49
HUSSAINI	49
IBURG	49
ILAZI	49
IRFAN	49
JALLOW	49
JASARI	49
JASHARI	49
JENKINS	49
KAIHØJ	49
KALDARAS	49
KAMAL	49
KANAAN	49
KANDEMIR	49
KASTOFT	49
KASUMOVIC	49
KHADKA	49
KHOSRAWI	49
KIRKBAK	49
KLAHN	49
KLEMP	49
KLOKKERHOLM	49
KLÜWER	49
KOHL	49
KONGSHAUG	49
KRIEGEL	49
KRINGELUM	49
KÖKSAL	49
LAVSEN	49
LIEBST	49
LUNDBEK	49
LYK	49
LYKKEGÅRD	49
LYSEN	49
MAASS	49
MALEC	49
MANGELSEN	49
MARKLUND	49
MELHEDE	49
MISFELDT	49
MOMSEN	49
MOSES	49
MOSTAFA	49
MULLER	49
MØLLER-IVERSEN	49
NASIRI	49
NIEKRENZ	49
NORDAL	49
NORDBECK	49
NORN	49
NOTHLEV	49
PHARAO	49
PORSKROG	49
PORTER	49
RASOOL	49
RESEKE	49
RETTIG	49
RIBERHOLDT	49
RIMESTAD	49
ROMLUND	49
ROSFELDT	49
RUELØKKE	49
RUHLMANN	49
RUSKJÆR	49
RØNSHOLDT	49
SANDVEJ	49
SAUST	49
SCHWABE	49
SCHWALBE	49
SCRIVER	49
SIGURÐSSON	49
SKJØDE	49
SKJØT	49
SKYTTHE	49
SLEJ	49
SNERLE	49
SNERLING	49
STEFFANSEN	49
STENSTRØM	49
STUMPE	49
SVANKJÆR	49
SVITZER	49
SØFELDT	49
SØKILDE	49
TAARNHØJ	49
TALBRO	49
TANGSGAARD	49
TEGLLUND	49
THORNVIG	49
THULLESEN	49
TORNDAHL	49
TRAMPE	49
TROJEL	49
TÅNGBERG	49
VALBAK	49
VEDELSBY	49
VEJ	49
VENNEKILDE	49
VINDT	49
VINGGAARD	49
VOLLSTEDT	49
VOSGERAU	49
WAHLGREEN	49
WARTHOE	49
WATTS	49
WILQUIN	49
WITZKE	49
WULF-ANDERSEN	49
YOUNAN	49
ZAKARIAS	49
ZILSTORFF	49
ØHLERS	49
ØHRSTRØM	49
ÖKSÜM	49
ØSTERBÆK	49
ØSTERGAARD-JENSEN	49
ØZER	49
ABDUL HADI	48
ABDUL RAHMAN	48
ADSERBALLE	48
AGIRBAS	48
AL-HIRZ	48
ALMDAL	48
ALRØE	48
ANTOFT	48
ASSAAD	48
ASTRUPGAARD	48
BAHNE	48
BAISNER	48
BAVNSHØJ	48
BJERGFELT	48
BJØRKE	48
BRANGSTRUP	48
BRYNDUM	48
BRØLLING	48
BUHRKAL	48
BÆKBY	48
BØGESVANG	48
BØNKE	48
BÖTTCHER	48
CHU	48
CLASSEN	48
DAY	48
DONNER	48
DORNHOFF	48
DRECHSLER	48
DYRE	48
EDEMANN	48
EDSKE	48
EL-HAJ	48
EL-SOUSSI	48
ENGELSTOFT	48
ERHARDTSEN	48
FALKENSKOV	48
FALKENTOFT	48
FARHAN	48
FERGUSON	48
FETAHI	48
FLODGAARD	48
FRIDBERG	48
FRIIS-MIKKELSEN	48
FUGLESANG	48
FYHR	48
GEERT	48
GELLETT	48
GELTING	48
GHARIB	48
GJERRILD	48
GOSMER	48
GRANDE	48
GREIFFENBERG	48
GUAN	48
GØTTIG	48
HAAKANSSON	48
HAJJI	48
HAMADI	48
HAMPE	48
HANDRUP	48
HARRILD	48
HASSELGAARD	48
HEESCHE	48
HEJSEL	48
HELMIG	48
HESSELDAL	48
HOFMEISTER	48
HOLTET	48
HUNNERUP	48
HUPFELD	48
HUSKIC	48
HYSENI	48
HÅKONSEN	48
IKKALA	48
INGVARDTSEN	48
ISBRAND	48
JOSHI	48
KHOKHAR	48
KIRT	48
KLAUBER	48
KONGSFELT	48
KORSGÅRD	48
KROGH-JENSEN	48
KROGSLUND	48
KROMAND	48
LABOVIC	48
LANGENDORFF	48
LATTER	48
LAUDRUP	48
LAXY	48
LEIMAND	48
LIBERGREN	48
LIISBORG	48
LINDSCHOUW	48
LJUNGMANN	48
LOGAN	48
LOLDRUP	48
LONGHI	48
LUNDFOLD	48
LYSHØJ	48
LÆRKESEN	48
MAGNÚSSON	48
MATHIESSEN	48
MATTHEWS	48
MATTISSON	48
MEMIC	48
MICHALSKI	48
MOLDOW	48
MOSLEH	48
MUJKANOVIC	48
MUSHTAQ	48
MUXOLL	48
MØLHAVE	48
NECKELMANN	48
NIKOLOV	48
OLTMANN	48
OUTSEN	48
PAHUUS	48
PANNERUP	48
POMMERENCKE	48
PONSAING	48
POUDEL	48
RANDLEV	48
RANNERIES	48
RASIAH	48
RASOULI	48
RATGEN	48
RAVN-NIELSEN	48
REINKE	48
RETHMEIER	48
RINGØ	48
RODENBERG	48
ROMMELHOFF	48
ROU	48
RUGHAVE	48
RYTTERGAARD	48
SADEK	48
SADIKU	48
SARAUW	48
SARIYAR	48
SAVAS	48
SCHARF	48
SCHELLERUP	48
SCHJERBECK	48
SCHLESINGER	48
SCHMIDT-SØRENSEN	48
SCHMØDE	48
SCHOU-JENSEN	48
SEREMET	48
SHAKIR	48
SHIRZAD	48
SIIGER	48
SINGER	48
SKUDE	48
SPENCE	48
STARCK	48
STELZNER	48
STENDYS	48
STILBO	48
TARNOW	48
TEJSNER	48
THUSHOLT	48
TINGKÆR	48
UDBYE	48
UGGERLY	48
VEITH	48
VIBY	48
VIGEN	48
VOLDSTEDLUND	48
VON SEELEN	48
WADUM	48
WICHMAND	48
WULLUM	48
WYRTZ	48
ÜNLÜ	48
ZEEB	48
ZIETHEN	48
ZINN	48
ØSTERGAARD-NIELSEN	48
ALLING	47
AL-TIMIMI	47
AMBJØRN	47
ANJUM	47
ARNT	47
ARREBORG	47
ARUP	47
ASBOE	47
ASCI	47
ASIMOVIC	47
ATAMAN	47
ATKINSON	47
BAH	47
BARAKJI	47
BARDTRUM	47
BEHRENDSEN	47
BENDSTRUP	47
BIERING-SØRENSEN	47
BLØCHER	47
BOGNER	47
BONNÉN	47
BONVANG	47
BRUUN DE NEERGAARD	47
BUKDAHL	47
BUKHARI	47
BURHOLT	47
BURKE	47
BYGVRAA	47
CADOVIUS	47
CAKICI	47
CASTENSCHIOLD	47
CETTI	47
CHOI	47
CHRISTIANI	47
CREUTZBERG	47
DAI	47
DAMKVIST	47
DAMMEYER	47
DEIN	47
DEJLIGBJERG	47
DRÆGERT	47
DRØSCHLER	47
DYREBY	47
ECKHOLDT	47
EICHLER	47
EJDRUP	47
EL ALI	47
ELMBÆK	47
ENGER	47
ENGKJÆR	47
FALGREN	47
FALSTER-HANSEN	47
FISHER	47
FJORBACK	47
FOGELBERG	47
FOG-PETERSEN	47
FORSMAN	47
FRANCKE	47
FREDSBO	47
FRICKMANN	47
GADEN	47
GADSBØLL	47
GARLY	47
GERSTER	47
GINDEBERG	47
GJETTING	47
GRANLUND	47
GRAVENHORST	47
GRODT	47
GRØNHOLT	47
GUMMER	47
HAARBYE	47
HAARDER	47
HAGBARTH	47
HAGN-MEINCKE	47
HAMER	47
HAMMERLUND	47
HARLUND	47
HARTMAN	47
HAST	47
HAURHOLM	47
HEISS	47
HERHOLDT	47
HERKILD	47
HERUP	47
HILBERT	47
HINDKÆR	47
HJORTHØJ	47
HOFFMAN	47
HOLMSTEEN	47
HOLTERMANN	47
HUG	47
INGEBERG	47
JONUZI	47
KAADTMANN	47
KAMMANN	47
KANDBORG	47
KANTSØ	47
KAU	47
KJELDS	47
KNATTRUP	47
KOLBYE	47
KOLDBÆK	47
KREIPKE	47
KREMMER	47
KROUSTRUP	47
KUBIAK	47
KUNZE	47
KURTH	47
LANGMACH	47
LEICK	47
LENBROCH	47
LEWINSKY	47
LILJENDAL	47
LINDSKJOLD	47
LOVRING	47
LYBYE	47
LYNGDORF	47
MARKUS	47
MARSNER	47
MATHORNE	47
MELDGÅRD	47
MICHALAK	47
MOREL	47
MUNKEBOE	47
MØLBACH	47
NAJEM	47
NAKEL	47
NEERUP	47
NEIS	47
NEWTON	47
NIEBE	47
NISBETH	47
NORRILD	47
NOTTELMANN	47
NÆSER	47
OBBEKJÆR	47
ÓLAFSDÓTTIR	47
ÓLAFSSON	47
ORLAND	47
PASFALL	47
PRANGSGAARD	47
QIN	47
RABØL	47
REESLEV	47
REGNARSSON	47
REIFENSTEIN	47
REJSENHUS	47
ROMMEL	47
RUNAGER	47
SANDØ	47
SCHLÜTTER	47
SHAKOOR	47
SHERIF	47
SJØLUND	47
SKYTTEGAARD-NIELSEN	47
SLOTS	47
SNEUM	47
SNITKER	47
STAUSBØLL	47
STEINMEJER	47
STENDEVAD	47
STENSTROP	47
STIEPER	47
STRANDSBJERG	47
STRØMKJÆR	47
STRØMVIG	47
STRØYBERG	47
STØCKLER	47
STØY	47
SULTANI	47
SUNDING	47
SØE-JENSEN	47
TAHIROVIC	47
THIRUCHELVAM	47
TOLBØLL	47
TOLSGAARD	47
TOXVIG	47
TRONØE	47
TRUELSEGAARD	47
UNGERMANN	47
VANDKROG	47
VEJBORG	47
VON ROSEN	47
WACHERHAUSEN	47
WALSØE	47
WEDEBYE	47
WEIRUM	47
WENNING	47
WERDELIN	47
WESTI	47
WIIL	47
WOLDEMAR	47
WØRMER	47
YAHYA	47
ÜNVER	47
ZAJAC	47
ZEHNGRAFF	47
ZINCKERNAGEL	47
ØLTING	47
AAHOLM	46
ABDELRAHMAN	46
AKAR	46
AKBINA	46
ARENDTSEN	46
ATAS	46
AYOUBI	46
BAGIRAN	46
BARNHOLDT	46
BILLESBØLLE	46
BJERREHUUS	46
BLINDKILDE	46
BOHM	46
BOLDREEL	46
BOMAN	46
BONNÉ	46
BRANDSEN	46
BREDKJÆR	46
BRODKA	46
BROKSØ	46
BRUUN-HANSEN	46
BRØCKER	46
BRØKER	46
BYLUND	46
BYØ	46
BØJSEN	46
CALMAR	46
CAROC	46
CATOVIC	46
CLEMEN	46
DAHLHUS	46
DALGÅRD	46
DALSTEN	46
DAMMANN	46
DANNESKIOLD-SAMSØE	46
DE GROOT	46
DELE	46
DEVALD	46
DIERS	46
DOS SANTOS	46
DREIØE	46
DUE-HANSEN	46
DUVALD	46
EISMARK	46
ELHAUGE	46
ENGESGAARD	46
FEJER	46
FJALLAND	46
FLEMMING	46
FRIIS-LARSEN	46
FRISTED	46
FUR	46
GABE	46
GEDDE	46
GEHRKE	46
GENTS	46
GHALI	46
GOHLKE	46
GROSMANN	46
GRÜNBAUM	46
GUDUM	46
GYLDHOLM	46
HAFSTRØM	46
HAUBROE	46
HAULRIK	46
HAVELUND	46
HAVSTEEN	46
HAXHOLM	46
HEINRICHSON	46
HELSING	46
HERSBØLL	46
HEUCKENDORFF	46
HJARSBÆK	46
HJORTDAL	46
HOEGH	46
HOUG	46
HOVMARK	46
HUBERT	46
HUDLEBUSCH	46
HØJSLET	46
HØLLEDIG	46
ILUM	46
ISGAARD	46
JAQUE	46
JAQUET	46
JOHST	46
JON	46
JUUL-HANSEN	46
JÜRGENS	46
KAPPER	46
KARDEL	46
KENT	46
KHUU	46
KJELDTOFT	46
KJÆRSKOV	46
KLARLUND	46
KLARUP	46
KLOGBORG	46
KLØJGAARD	46
KOCH-HANSEN	46
KOLZE	46
KRAUSE-KJÆR	46
KRISTINSSON	46
KUNNERUP	46
KURTESI	46
KUSCH	46
LADEWIG	46
LANGEMARK	46
LANTOW	46
LAZIC	46
LECH	46
LILLIEDAL	46
LOKLINDT	46
LUFFE	46
LÜCKING	46
LÜNEBORG	46
LÆBORG	46
LØVENDAL	46
MAHARJAN	46
MALMER	46
MALMVIG	46
MALTHE	46
METHMANN	46
MIDSKOV	46
MILNER	46
MUNKEBÆK	46
MUNK-HANSEN	46
MUNKSØ	46
NINN	46
NORDAHL-PETERSEN	46
NORÉN	46
NORRIS	46
NØBBE	46
NØRREGÅRD	46
ODSGAARD	46
OLSSEN	46
ORTVED	46
PARBY	46
PAWLIK	46
PEDERSBÆK	46
PEKRUHN	46
PENG	46
PETRIC	46
PEYTZ	46
PIO	46
PORSDAL	46
PRIIS	46
PUCK	46
RASHIDI	46
RASTED	46
RAUHE	46
RECKE	46
RECKEWEG	46
REETZ	46
RINGSBORG	46
ROSÉN	46
RUSHOLT	46
RYDAL	46
RYDDER	46
RYSZ	46
RØDKJÆR	46
RØSCHMANN	46
SADEGHI	46
SAINI	46
SALIMI	46
SCHJERMER	46
SCHJØTH	46
SCHOMACKER	46
SCHÜSLER	46
SCHØNEBECK	46
SCKERL	46
SELLERUP	46
SJØRRING	46
SKOUV	46
SLAIKJÆR	46
SORGENFRI	46
SPICKER	46
STADSBJERG	46
STEENDAHL	46
STEENFAT	46
STEINBACH	46
STENBY	46
STENSKROG	46
STERN	46
STEVENSON	46
STUBAGER	46
SUNDE	46
SVANHOLT	46
SVINDING	46
SØEMOD	46
SØNKSEN	46
TER-BORCH	46
TETSCHE	46
THANGARAJAH	46
THIDEMANN	46
TJAGVAD	46
TOFT-JENSEN	46
TORSTENSSON	46
TRABOLT	46
TRONHJEM	46
TUDOR	46
TVILUM	46
TYRON	46
TÆSTENSEN	46
UHLMANN	46
UNOLD	46
VEILEBORG	46
VENNING	46
VESTBERG	46
VESTESEN	46
VIXØ	46
VOGN	46
VON SCHOLTEN	46
VORBORG	46
VORTING	46
WALTERS	46
WEGGE	46
WELLER	46
WEXØE	46
WICH	46
WILLUMSGAARD	46
WINDEBALLE	46
YDERSTRÆDE	46
ZEBITZ	46
ØRNBO	46
ØSTGAARD	46
ÖZKAHVECI	46
ADELHOLM	45
AGERKVIST	45
AGERLIN	45
AKTER	45
ALGREEN	45
ALIJAGIC	45
AMCHE	45
BAGGERSGAARD	45
BAHIJ	45
BAKKER	45
BALASUBRAMANIAM	45
BALTERSEN	45
BALTSER	45
BASCOBAN	45
BEJLEGAARD	45
BENDTSON	45
BERKE	45
BICAK	45
BJØRNSTAD	45
BODING	45
BOGRAD	45
BOHMANN	45
BORGHOLT	45
BOSNJAK	45
BOULUND	45
BRACHER	45
BREDHOLT	45
BRONKE	45
BRUUS-JENSEN	45
BRØNDSHOLM	45
BUCHREITZ	45
BUNGAARD	45
BØLLUND	45
CHAHADE	45
CHRONE	45
COLEMAN	45
COSTER	45
CRUZ	45
DAM-JENSEN	45
DIAMANT	45
DIRKS	45
DREYMANN	45
DRONGESEN	45
DRUSTRUP	45
DURMUS	45
DYLMER	45
DYRENDAL	45
DZAFIC	45
EJRNÆS	45
ELBRO	45
ELMSTED	45
ENDAHL	45
ERIKSON	45
EVERTSEN	45
EWERTSEN	45
FAHRENHOLTZ	45
FAZAL	45
FIALA	45
FIBÆK	45
FRASER	45
FRIMODT-MØLLER	45
FRISLEV	45
GABS	45
GARST	45
GEDEBJERG	45
GILDSIG	45
GILLESBERG	45
GJERSTRUP	45
GJESSE	45
GJØRLUND	45
GRINGER	45
GRINSTED	45
GRYNDERUP	45
GUÐMUNDSSON	45
GULLANDER	45
GULLBERG	45
GUNGE	45
HALBORG	45
HAMBERG	45
HANDSKEMAGER	45
HASSAGER	45
HASSERIIS	45
HAUSER	45
HEDEMARK	45
HEISING	45
HEMICKE	45
HERAMB	45
HESDORF	45
HILTON	45
HIORT	45
HUSEINI	45
HYLLEGAARD	45
HØJTE	45
JAMMAL	45
JUUL-JENSEN	45
KADIM	45
KALLEGÅRD	45
KELBERG	45
KESER	45
KILDEVÆLD	45
KIMOSE	45
KJÆRBÆK	45
KJØBSTED	45
KLAABORG	45
KLITHOLM	45
KONIECZNY	45
KRONTOFT	45
KRØGH	45
KRØIGAARD	45
KULLBERG	45
KYST	45
LAUEST	45
LAUGE	45
LIBAK	45
LINDÉN	45
LODAL	45
LOLLESGAARD	45
LUMHOLDT	45
LUNDSAGER	45
LYBY	45
LYNARD	45
MAARLEV	45
MAHRT	45
MANSCHER	45
MARCKER	45
MARIN	45
MAYNTZHUSEN	45
MEJSNER	45
MILLARD	45
MISSEL	45
MODVIG	45
MORAD	45
MYUMYUN	45
NEHLS	45
NEZIRI	45
NIEMI	45
NORDHOLT	45
NORDSTRAND	45
NORMARK	45
NOWAKOWSKI	45
NYKVIST	45
NÆS	45
OLIVER	45
OUSEN	45
OUSTED	45
PAJBJERG	45
PARKHØI	45
PATAT	45
PÆRREMAND	45
RAMIREZ	45
REFNOV	45
REHNQUIST	45
RICKS	45
RINDSIG	45
RINGLING	45
ROSBACH	45
ROSENBY	45
RUFF	45
SALTING	45
SANDLYKKE	45
SCHERER	45
SCHMELTZ	45
SCHWAB	45
SELIMI	45
SIDIQI	45
SIDO	45
SIHM	45
SKANDERUP	45
SKOVBØLLING	45
SKRAM	45
SKULDBØL	45
SMIDTH	45
SNOG	45
SOFUSSEN	45
SPEJLBORG	45
SPENCER	45
SPROEGEL	45
STEGEMEJER	45
STOCKMANN	45
STOFFERSEN	45
STOICA	45
STOLBORG	45
STORMGAARD	45
STORR	45
STRANDHOLDT	45
STYRK	45
SUENSON	45
SVEINSSON	45
SØNDERVANG	45
TAHERI	45
TANGHØJ	45
THAAGAARD	45
TILLISCH	45
TINGLEF	45
TODOROV	45
TOMRA	45
TRØSTRUP	45
TÜCHSEN	45
TYRRELL	45
VAGNSØ	45
VEDSØ	45
VIDESEN	45
VIKKELSØE-PEDERSEN	45
VILLAUME	45
VORSAA	45
VOXEN	45
WEDELL	45
WEILING	45
WEYWADT	45
WIBHOLM	45
WIENKE	45
WIINGREEN	45
WILLENDRUP	45
WITTCHEN	45
WITTIG	45
WORUP	45
YDESEN	45
ZAHIROVIC	45
ZAREMBA	45
ZORNIG	45
ZWICKY	45
ØGELUND	45
ABDILLE	44
ABDUL	44
ABOUD	44
AL-HASSAN	44
ALSØE	44
AMTRUP	44
ANDREI	44
AREF	44
ARNUM	44
ARVIN	44
ATCEKEN	44
AUGSBURG	44
AUSTIN	44
BAAGE	44
BAKKEN	44
BARGSTEEN	44
BECK-NIELSEN	44
BEHNK	44
BIRKMANN	44
BIRNBAUM	44
BJØRKMAN	44
BLAGOJEVIC	44
BLYME	44
BONNEN	44
BORCH-JENSEN	44
BORELLA	44
BREUMLUND	44
BRODDE	44
BRORSBØL	44
BRYLOV	44
BRØDHOLT	44
BRØGGER-JENSEN	44
BRØSEN	44
BYRNAK	44
BØLCHO	44
CLAYTON	44
DESSAU	44
DIAZ	44
DICK	44
DICKMEISS	44
DIETRICHSEN	44
DRAGOVIC	44
D'SOUZA	44
DUNCKER	44
DURRANI	44
DURUKAN	44
EEFSEN	44
EEGHOLM	44
EGGERSEN	44
EKIZ	44
ELLERSGAARD	44
ELLESØE	44
ELVERSØE	44
FANG	44
FATIC	44
FELDBALLE	44
FLOHR	44
FOO	44
FORSING	44
FRITSEN	44
FRÖHLICH	44
FRØHLING	44
FUTTERUP	44
GAUTIER	44
GITZ	44
GJERTSEN	44
GLOB	44
GLUUD	44
GODTLIEBSEN	44
GORRITZEN	44
GREIERSEN	44
GRODS	44
GRUMMESGAARD	44
GRUNDT	44
GULMANN	44
GULMARK	44
GUNST	44
HAARLØV	44
HAG	44
HAGGE	44
HALKEN	44
HANSGAARD	44
HARTKOPF	44
HARVEST	44
HARVING	44
HAVTORN	44
HEMMERSAM	44
HERZOG	44
HILKER	44
HINDØ	44
HJORDT	44
HOTI	44
HOUGÅRD	44
HULTQUIST	44
HYKKELBJERG	44
HØGSGAARD	44
HØGSHOLT	44
HØIMARK	44
HÅGENSEN	44
IDRISSI	44
IMTIAZ	44
ISKANDAR	44
IVEN	44
JAVAID	44
JELBO	44
JERMIIN	44
JIMALE	44
JUNGDAL	44
KAARE	44
KALE	44
KAMILI	44
KASLUND	44
KELM	44
KISSOW	44
KJELDSMARK	44
KJÆRUP	44
KLEBERG	44
KNEZEVIC	44
KOGUT	44
KORSBJERG	44
KÆMSGAARD	44
LAND	44
LANTZ	44
LILLETHORUP	44
LINDEN	44
LOTT	44
LUNDDORF	44
LUNDFALD	44
LUND-PEDERSEN	44
LYDERIK	44
LYNCH	44
LYNGAAE	44
LÆSØE	44
LØVDAL	44
MAINDAL	44
MANSA	44
MARZEC	44
MIELEC	44
MUSLIJA	44
MØLAGER	44
NEIMANN	44
NIELSEN-MAN	44
NISSEN-PETERSEN	44
NORDLAND	44
NORMIND	44
NYDAL	44
NØDSKOU	44
NØRGREEN	44
OCHWAT	44
O'REILLY	44
PILSGAARD	44
PLOUGHELD	44
POMMERGAARD	44
QUORP	44
RAGE	44
RAITH	44
RATHORE	44
ROSENBJERG	44
ROSTAMI	44
RUHNAU	44
SANDBJERG	44
SAUNDERS	44
SAUSTRUP	44
SAXKJÆR	44
SCHALBURG	44
SCHNEGELSBERG	44
SEKEROGLU	44
SELIGER	44
SELVIG	44
SEWERIN	44
SINCLAIR	44
SIVARAJAH	44
SNOUNOU	44
SOLOMON	44
STOLT	44
STRANDMARK	44
STROBEL	44
STÜKER	44
STØVING	44
SVINGEL	44
SVIT	44
SZULC	44
SØLVMOSE	44
SØNDERLUND	44
SØSKOV	44
TABAKOVIC	44
THORNFELDT	44
TRAUN	44
UGILT	44
VEJDIKSEN	44
VENNEBERG	44
VINZENTS	44
VOHS	44
VON MEHREN	44
WALTOFT	44
WARNECKE	44
WEIDICH	44
WESTHOFF	44
WILLUM	44
WILMANN	44
WORRE	44
YANDIM	44
YDER	44
ZECEVIC	44
ZILMER	44
ØER	44
AARKROG	43
AASTRAND	43
ABDULKADIR	43
ADLOUNI	43
ALLESLEV	43
AL-MALIKI	43
AMANI	43
AMMONSEN	43
ANDERSKOV	43
ANHOLM	43
ANKERDAL	43
ANNESEN	43
BAKDAL	43
BAKHAUGE	43
BAK-PEDERSEN	43
BAL	43
BARAKOVIC	43
BARBU	43
BARGUM	43
BERGENSER	43
BERNHOLM	43
BIOLZI	43
BJERKING	43
BOLLMANN	43
BOND	43
BORNEBUSCH	43
BOYD	43
BRARUP	43
BREINING	43
BREITH	43
BRORLY	43
BRUMMERSTEDT	43
BUCHWALDT	43
BÅRRIS	43
CAMERON	43
CARLBERG	43
CHOW	43
DARRÉ	43
DAVIDOFF	43
DAWOUD	43
DEMIROVSKI	43
DEVINE	43
DYBMOSE	43
DZEMAILI	43
EHRHARDT	43
EL KHATIB	43
ELBERLING	43
ELEZOVIC	43
ELLEMANN	43
EMILIUSSEN	43
EMTKJÆR	43
ENGEMANN	43
ENGSBYE	43
ERKUL	43
FABRITIUS DE TENGNAGEL	43
FAHLÉN	43
FAUSBØLL	43
FELDTMOSE	43
FINSETH	43
FONVIG	43
FREIJE	43
FRIIS-CHRISTENSEN	43
FRISDAHL	43
FRISGAARD	43
FROMM	43
GAASVIG	43
GHOLAMI	43
GJØDE	43
GOTTRUP	43
GRAHN	43
GRAVHOLT	43
GRGIC	43
GROTH-ANDERSEN	43
GULDBRANDTSEN	43
GØHNS	43
HARRIG	43
HASANOVIC	43
HAUGAN	43
HAWA	43
HEMBERG	43
HILLEBRANDT	43
HILLIGSØ	43
HJORTH-HANSEN	43
HOBOLTH	43
HOLTSE	43
HORSKJÆR	43
HØJSTRØM	43
ISAKOVIC	43
JAIN	43
JELLESMARK	43
KAALBY	43
KAPPENDRUP	43
KARBO	43
KARSTEN	43
KAXE	43
KEHLING	43
KILDEDAL	43
KIS	43
KJØRUP	43
KLOKMOSE	43
KLOTH	43
KNØFLER	43
KORFITSEN	43
KOZAK	43
KRÜTH	43
KURUP	43
KØRSCHEN	43
LAUESGAARD	43
LESSMANN	43
LILIENDAL	43
LILLEGAARD	43
LINDSKOU	43
LIVBJERG	43
LUCA	43
LUX	43
LYDEKING	43
MAC	43
MACHHOLDT	43
MAHENDRAN	43
MALMQUIST	43
MALSKÆR	43
MANDØE	43
MANLY	43
MARSH	43
MATTI	43
MAX	43
MELING	43
MEMETI	43
MENDES	43
MICHNO	43
MISIMI	43
MOHAMADI	43
MORITSEN	43
MORRISON	43
MOSEN	43
NAIMI	43
NIPPER	43
NOLTE	43
NORRBOHM	43
PAHL	43
PASTOFT	43
PELCH	43
PENNERUP	43
PERVEEN	43
PEULECKE	43
RAUNHOLT	43
RAUNSTRUP	43
RECK	43
REECKMANN	43
REID	43
REJ	43
REN	43
RINK	43
RISHEDE	43
ROBERT	43
ROGILD	43
ROSENTOFT	43
ROSLIND	43
RUMPH	43
RUNDQVIST	43
RØNNEBERG	43
RØRBY	43
SABRA	43
SALICATH	43
SALMANSEN	43
SCHERTIGER	43
SCHLEGEL	43
SCHWARTZLOSE	43
SEGEL	43
SERVE	43
SOFTIC	43
SOHAIL	43
SPOTTAG	43
SRITHARAN	43
STAGSTRUP	43
STEVANOVIC	43
STONE	43
STOUMANN	43
STRANDDORF	43
STRANDFELT	43
STRECKER	43
SUADICANI	43
SUNEKÆR	43
TAARNBERG	43
TACKMANN	43
THEDE	43
THELLESEN	43
TOFTAGER	43
TOFTHØJ	43
TORNQVIST	43
TRANÆS	43
TVEDEGAARD	43
TØLLØSE	43
ULDERUP	43
ULSTED	43
URHØJ	43
VALDIMARSSON	43
VANGHØJ	43
VECHT	43
VIDRIKSEN	43
VIE	43
VIRKELYST	43
VOLSMANN	43
VUUST	43
WAHEDI	43
WALDHAUER	43
WEHNERT	43
WESTRING	43
WOGNSEN	43
WOJCIECHOWSKI	43
WOLDER	43
XUE	43
ÜNALAN	43
ZANCHETTA	43
ZHONG	43
ØHRGAARD	43
ØSTERLIN	43
ADELHARDT	42
AGERNEM	42
AGGESEN	42
AGRI	42
AHMETI	42
AHRENDSEN	42
ALBAN	42
ALGREEN-USSING	42
ALGRENSEN	42
ARKIN	42
ARNECKE	42
ATTRUP	42
BALLIN	42
BALOGH	42
BANNER	42
BATAK	42
BATZ	42
BENALI	42
BERGENHAGEN	42
BERGKVIST	42
BERGSTRAND	42
BERNHOFT	42
BISHOP	42
BJARNHOLT	42
BLENNER	42
BOMHOLTZ	42
BOOLSEN	42
BORGHUS	42
BORGMANN	42
BORGQUIST	42
BORNØ	42
BOSAK	42
BOTHE	42
BRANNER	42
BREJNING	42
BROHAMMER	42
BRO-JØRGENSEN	42
BRUNO	42
BUEMANN	42
BYDER	42
BÆKDAHL	42
BÆRNTHSEN	42
BØRJESSON	42
CHOLEWA	42
CHOWDHURY	42
COSTA	42
DAA	42
DALBØGE	42
DALENTOFT	42
DE LA MOTTE	42
DECHAU	42
DEHLENDORFF	42
DJEKIC	42
DOLLAS	42
DOMMERBY	42
DUBGAARD	42
DYREGAARD	42
EIRIKSSON	42
EJSING-DUUN	42
ELBO	42
ELKEN	42
ELLEKÆR	42
ENGELMANN	42
ENKEBØLLE	42
